Año;Departamento;Empresa;Variable Calculada;Estrato 1;Estrato 2;Estrato 3;Estrato 4;Estrato 5;Estrato 6;Total Residencial;Industrial;Comercial;Oficial;Otros;Total No Residencial
2014;ANTIOQUIA;CELSIA COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;6883624;0;0;0;6883624
2014;ANTIOQUIA;CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO;Consumo Empresa Departamento;40013;294068;3334;0;0;0;337415;0;32008;7508;62671;102187
2014;ANTIOQUIA;DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;2771142;7084522;0;0;9855664
2014;ANTIOQUIA;E2 ENERGIA EFICIENTE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;4013338;0;0;4013338
2014;ANTIOQUIA;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;22517822;3522763;0;0;26040585
2014;ANTIOQUIA;EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;1673492;0;0;0;1673492
2014;ANTIOQUIA;EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;4423455;6674980;5514719;0;16613154
2014;ANTIOQUIA;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;478737591;1106115491;918245004;287000314;218836335;133750824;3142685559;1800546903;1609081473;348601627;414116035;4172346038
2014;ANTIOQUIA;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;100737987;32139961;2622195;507307;136007450
2014;ANTIOQUIA;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;7130120;899184;0;0;8029304
2014;ANTIOQUIA;ENERTOTAL S.A. E.S.P.;Consumo Empresa Departamento;14276;1128318;395794;143085;945190;0;2626663;21833430;43556776;734933;5059348;71184487
2014;ANTIOQUIA;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;48975497;0;0;0;48975497
2014;ANTIOQUIA;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;611854192;0;0;0;611854192
2014;ANTIOQUIA;ITALCOL ENERGIA S.A. ESP.;Consumo Empresa Departamento;0;0;0;0;0;0;0;4161599;0;0;0;4161599
2014;ANTIOQUIA;PROFESIONALES EN ENERGÍA S.A E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;3388179;0;0;0;3388179
2014;ANTIOQUIA;SPECTRUM RENOVAVEIS SAS ESP;Consumo Empresa Departamento;0;0;0;0;0;0;0;991818;0;0;0;991818
2014;ANTIOQUIA;VATIA S.A. E.S.P.;Consumo Empresa Departamento;23;0;215948;892394;2744180;3806618;7659163;18874834;50444850;0;4950163;74269847
2014;ARAUCA;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;231667;0;0;231667
2014;ARAUCA;EMPRESA DE ENERGIA DE ARAUCA;Consumo Empresa Departamento;46300156;32203470;10137093;1967942;0;0;90608661;466012;22705318;26120345;5698622;54990297
2014;ARAUCA;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;533184;0;0;0;533184
2014;ARAUCA;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;187303;0;0;187303
2014;ARAUCA;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;160304;0;0;0;160304
2014;ARAUCA;PROFESIONALES EN ENERGÍA S.A E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;0;0;1033680;1033680
2014;ARAUCA;VATIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;29482;0;0;29482
2014;ATLANTICO;CELSIA COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;1060445;0;0;0;1060445
2014;ATLANTICO;DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;2566750;5064002;0;0;7630752
2014;ATLANTICO;E2 ENERGIA EFICIENTE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;519359;10553212;0;0;11072571
2014;ATLANTICO;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;549916444;411720826;257211830;149658759;63413313;87259288;1519180460;347169722;586037697;81336464;206832950;1221376833
2014;ATLANTICO;EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;1342148;0;2319305;0;3661453
2014;ATLANTICO;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;28412392;53210961;0;0;81623353
2014;ATLANTICO;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;32807639;1910598;0;42484130;77202367
2014;ATLANTICO;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;94301549;44891985;3145394;30747479;173086407
2014;ATLANTICO;ENERGIA SOCIAL DE LA COSTA S.A. ESP;Consumo Empresa Departamento;167164538;0;0;0;0;0;167164538;0;56348;101254;137922;295524
2014;ATLANTICO;ENERTOTAL S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;1345153;48162;0;1393315
2014;ATLANTICO;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;1039656;0;0;0;1039656
2014;ATLANTICO;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;31926377;0;0;0;31926377
2014;ATLANTICO;ITALCOL ENERGIA S.A. ESP.;Consumo Empresa Departamento;0;0;0;0;0;0;0;8543315;0;0;0;8543315
2014;ATLANTICO;VATIA S.A. E.S.P.;Consumo Empresa Departamento;15455;282247;6822939;8708284;8580109;18108219;42517253;22021448;51791978;377850;1008729;75200005
2014;BOLIVAR;CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP;Consumo Empresa Departamento;2060110;1203327;40822;9783;0;0;3314042;3617;231031;480212;37534;752394
2014;BOLIVAR;DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;1776553;4635566;0;0;6412119
2014;BOLIVAR;E2 ENERGIA EFICIENTE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;5268899;0;0;5268899
2014;BOLIVAR;ELECTRIFICADORA DE SANTANDER S.A. E.S.P.;Consumo Empresa Departamento;11207224;2200040;16638;0;0;0;13423902;233822;2557982;2512404;1146914;6451122
2014;BOLIVAR;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;484603322;330622634;165247437;82189460;50122571;87792443;1200577867;419380646;452967485;37874812;160824453;1071047396
2014;BOLIVAR;EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;0;31367822;0;31367822
2014;BOLIVAR;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;11816335;33645916;0;0;45462251
2014;BOLIVAR;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;7745046;7744827;0;0;15489873
2014;BOLIVAR;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;273982952;46771497;182262;6178395;327115106
2014;BOLIVAR;ENERGIA SOCIAL DE LA COSTA S.A. ESP;Consumo Empresa Departamento;79783856;0;0;0;0;0;79783856;0;258245;5600;166815;430660
2014;BOLIVAR;ENERTOTAL S.A. E.S.P.;Consumo Empresa Departamento;0;0;236395;0;0;0;236395;4170013;562902;0;0;4732915
2014;BOLIVAR;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;9723749;0;0;0;9723749
2014;BOLIVAR;ITALCOL ENERGIA S.A. ESP.;Consumo Empresa Departamento;0;0;0;0;0;0;0;6729684;0;0;0;6729684
2014;BOLIVAR;VATIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;6987;0;0;6987;587020;8944430;0;0;9531450
2014;BOYACA;CELSIA COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;6878705;0;0;0;6878705
2014;BOYACA;CODENSA S.A. ESP;Consumo Empresa Departamento;183828;1574832;57309;10284;5929;1189;1833371;4092564;353627;176756;217584;4840531
2014;BOYACA;DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;902108;447150;0;0;1349258
2014;BOYACA;ELECTRIFICADORA DE SANTANDER S.A. E.S.P.;Consumo Empresa Departamento;0;18633;0;0;0;0;18633;0;0;2858;0;2858
2014;BOYACA;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;1060980;1941769;0;0;3002749
2014;BOYACA;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS;Consumo Empresa Departamento;34295544;212437016;75219010;16271095;4693736;11248;342927649;13959859;95169276;16325184;9701919;135156238
2014;BOYACA;EMPRESA DE ENERGIA DE CASANARE SA ESP;Consumo Empresa Departamento;65689;280805;2574;0;0;0;349068;0;1030;30686;2242;33958
2014;BOYACA;EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;881160;0;0;0;881160
2014;BOYACA;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;206754818;2405751;0;0;209160569
2014;BOYACA;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;69966510;2852958;0;0;72819468
2014;BOYACA;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;222130;584346;0;0;806476
2014;BOYACA;ENERTOTAL S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;290707;700826;69800;516515;1577848
2014;BOYACA;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;53125459;0;0;0;53125459
2014;BOYACA;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;606226886;0;0;0;606226886
2014;BOYACA;VATIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;91333;17201;91687;0;200221;12280098;10535454;327514;5999161;29142227
2014;CALDAS;CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO;Consumo Empresa Departamento;54022185;128605068;106493247;30022285;10299981;16025345;345468111;107185997;139608571;11160381;34930078;292885027
2014;CALDAS;DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;892452;129723;0;0;1022175
2014;CALDAS;E2 ENERGIA EFICIENTE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;2152827;0;0;2152827
2014;CALDAS;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;737001;0;0;737001
2014;CALDAS;EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;0;0;19768214;19768214
2014;CALDAS;EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;832786;0;0;832786
2014;CALDAS;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;20888089;6727100;0;0;27615189
2014;CALDAS;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;14298488;382636;0;0;14681124
2014;CALDAS;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;239307;0;0;239307
2014;CALDAS;ENERTOTAL S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;0;287820;0;287820
2014;CALDAS;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;121902233;0;0;0;121902233
2014;CALDAS;VATIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;6835834;4599078;157104;71183;11663199
2014;CAQUETA;ELECTRIFICADORA DEL CAQUETA S.A. ESP;Consumo Empresa Departamento;49821310;26363704;9008139;1429772;0;0;86622925;4203238;41635580;23804501;8583601;78226920
2014;CAQUETA;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;994630;0;0;0;994630
2014;CAQUETA;ELECTRIFICADORA DEL HUILA S.A. E.S.P.;Consumo Empresa Departamento;148128;3153;0;0;0;0;151281;0;58834;510058;17688;586580
2014;CAQUETA;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;1966493;0;0;1966493
2014;CAQUETA;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;526751;0;0;0;526751
2014;CAQUETA;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;98727312;0;0;0;98727312
2014;CAQUETA;VATIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;455976;0;546251;1002227
2014;CASANARE;DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;762416;775879;0;0;1538295
2014;CASANARE;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;407801;0;0;407801
2014;CASANARE;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;0;0;0;0
2014;CASANARE;EMPRESA DE ENERGIA DE CASANARE SA ESP;Consumo Empresa Departamento;40896485;79701908;31805654;5446705;61121;45231;157957104;13629882;58840540;19649131;5384815;97504368
2014;CASANARE;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;1911904;0;0;1911904
2014;CASANARE;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;2825067;0;0;2825067
2014;CASANARE;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;3312358;142358;0;0;3454716
2014;CASANARE;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;170895557;0;0;0;170895557
2014;CASANARE;LATIN AMERICAN CAPITAL CORP SA ESP;Consumo Empresa Departamento;0;0;0;0;0;0;0;1456051;0;0;0;1456051
2014;CASANARE;VATIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;3011136;1200455;491943;348231;5051765
2014;CAUCA;CELSIA COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;55097666;112339;0;241200;55451205
2014;CAUCA;COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.;Consumo Empresa Departamento;204974993;79468391;40531592;14993666;5560760;1300244;346829646;47983800;48530473;25741370;31050329;153305972
2014;CAUCA;DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.;Consumo Empresa Departamento;10453;58666;0;284698;422699;0;776516;2457273;998732;0;0;3456005
2014;CAUCA;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;1919279;534872;0;0;2454151
2014;CAUCA;ELECTRIFICADORA DEL HUILA S.A. E.S.P.;Consumo Empresa Departamento;295175;196389;2465;1928;0;756;496713;599;249;18065;57947;76860
2014;CAUCA;EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP;Consumo Empresa Departamento;752714;0;0;0;0;0;752714;1069;126310;115277;0;242656
2014;CAUCA;EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P;Consumo Empresa Departamento;40497;741019;17103;16666;0;0;815285;3255509;1588848;1561956;80782;6487095
2014;CAUCA;EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;Consumo Empresa Departamento;586872;3864631;2798137;20446;0;11985;7282071;10112655;3968996;134189;990900;15206740
2014;CAUCA;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;9291173;2584238;0;0;11875411
2014;CAUCA;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;71479195;1472760;0;0;72951955
2014;CAUCA;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;422763;261368;0;0;684131
2014;CAUCA;ENERTOTAL S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;11851;0;0;11851;46341378;1271889;3531;0;47616798
2014;CAUCA;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;30317595;0;0;0;30317595
2014;CAUCA;VATIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;4255;0;0;0;4255;22530755;1127166;0;96860;23754781
2014;CESAR;CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP;Consumo Empresa Departamento;31513216;29097853;6435093;1281982;0;0;68328144;5618828;17368497;5631745;2377460;30996530
2014;CESAR;DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;7091671;476078;0;0;7567749
2014;CESAR;E2 ENERGIA EFICIENTE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;524313;0;0;524313
2014;CESAR;ELECTRIFICADORA DE SANTANDER S.A. E.S.P.;Consumo Empresa Departamento;11838773;9665990;3556396;378980;0;0;25440139;5903336;7448656;1790146;2111282;17253420
2014;CESAR;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;219082048;194340559;70576357;22252224;12888802;5538098;524678088;55102830;115770387;21988025;77549784;270411026
2014;CESAR;EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;30689;0;0;0;30689
2014;CESAR;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;4607509;8131213;0;0;12738722
2014;CESAR;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;82467604;0;0;0;82467604
2014;CESAR;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;12853260;3199360;435809;2708537;19196966
2014;CESAR;ENERGIA SOCIAL DE LA COSTA S.A. ESP;Consumo Empresa Departamento;63156860;0;0;0;0;0;63156860;0;251543;15793;112146;379482
2014;CESAR;RUITOQUE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;8924646;0;0;0;8924646
2014;CESAR;VATIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;6641;0;6641;5943594;4034514;0;71892;10050000
2014;CHOCO;CELSIA COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;251259;220782;9859;0;0;0;481900;15270;25652;12099;81516;134537
2014;CHOCO;CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO;Consumo Empresa Departamento;50422;14790;0;0;0;0;65212;0;12406;1177;419;14002
2014;CHOCO;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;418914;0;0;418914
2014;CHOCO;EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P;Consumo Empresa Departamento;73272328;9856616;6153048;40608;0;1689;89324289;552538;20486687;7616959;4201025;32857209
2014;CHOCO;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;443503;857118;406646;6568;0;0;1713835;25282;502870;172166;146755;847073
2014;CHOCO;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;217846;0;0;217846
2014;CHOCO;ENERTOTAL S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;655970;0;0;0;655970
2014;CHOCO;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;7152657;0;0;0;7152657
2014;CORDOBA;DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;4552511;946544;0;0;5499055
2014;CORDOBA;E2 ENERGIA EFICIENTE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;2944627;0;0;2944627
2014;CORDOBA;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;461265583;191101729;66924009;21326270;10349897;10899050;761866538;62341209;176325887;25748486;85762758;350178340
2014;CORDOBA;EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;3902954;0;0;0;3902954
2014;CORDOBA;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;339909;174287;167733;459361;10830;0;1152120;6418140;11151492;5411;0;17575043
2014;CORDOBA;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;885377;0;0;885377
2014;CORDOBA;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;20594413;4797040;64272;6779093;32234818
2014;CORDOBA;ENERGIA SOCIAL DE LA COSTA S.A. ESP;Consumo Empresa Departamento;29725518;0;0;0;0;0;29725518;0;1443;0;8931;10374
2014;CORDOBA;ENERTOTAL S.A. E.S.P.;Consumo Empresa Departamento;0;0;26015;0;0;0;26015;1883202;1645274;0;447214;3975690
2014;CORDOBA;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;2350000;0;0;0;2350000
2014;CORDOBA;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;113913369;0;0;0;113913369
2014;CORDOBA;VATIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;7662;0;0;7662;0;2866261;0;256984;3123245
2014;CUNDINAMARCA;AES COLOMBIA & CIA S C A E S P;Consumo Empresa Departamento;0;0;0;0;0;0;0;552682;0;0;0;552682
2014;CUNDINAMARCA;CELSIA COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;128837214;49877476;1070739;6235669;186021098
2014;CUNDINAMARCA;CODENSA S.A. ESP;Consumo Empresa Departamento;67005796;475096484;165165286;24657999;5661339;20260728;757847632;315486131;220681876;30916010;91751090;658835107
2014;CUNDINAMARCA;DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.;Consumo Empresa Departamento;0;0;58936;0;0;0;58936;38683662;12004436;0;3021408;53709506
2014;CUNDINAMARCA;E2 ENERGIA EFICIENTE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;1099443;0;0;1099443
2014;CUNDINAMARCA;ELECTRIFICADORA DEL CARIBE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;59987548;11182176;0;0;71169724
2014;CUNDINAMARCA;ELECTRIFICADORA DEL META S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;10401229;0;0;0;10401229
2014;CUNDINAMARCA;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS;Consumo Empresa Departamento;16270;5002;0;0;0;0;21272;0;0;2958;10980;13938
2014;CUNDINAMARCA;EMPRESA DE ENERGIA DE CUNDINAMARCA S.A. ESP;Consumo Empresa Departamento;45220974;138407135;77248002;32406756;6794274;10550736;310627877;29804199;100058411;45955614;40252326;216070550
2014;CUNDINAMARCA;EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.;Consumo Empresa Departamento;0;0;0;0;0;0;0;0;0;0;8198936;8198936
2014;CUNDINAMARCA;EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;11047130;23896262;2276939;0;37220331
2014;CUNDINAMARCA;EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;306910073;26338324;677627;7237682;341163706
2014;CUNDINAMARCA;ENEL COLOMBIA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;747672721;56635180;591378;140144298;945043577
2014;CUNDINAMARCA;ENERGIA & AGUA SAS ESP;Consumo Empresa Departamento;0;0;0;0;0;0;0;1711998;0;0;0;1711998
2014;CUNDINAMARCA;ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;7338270;4797177;0;0;12135447
2014;CUNDINAMARCA;ENERTOTAL S.A. E.S.P.;Consumo Empresa Departamento;1480;1126;55585;0;0;14271;72462;14842669;7811663;458797;74098;23187227
2014;CUNDINAMARCA;GENERSA S.A.S E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;588099;0;0;0;588099
2014;CUNDINAMARCA;ISAGEN S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;207819548;0;0;1612816;209432364
2014;CUNDINAMARCA;ITALCOL ENERGIA S.A. ESP.;Consumo Empresa Departamento;0;0;0;0;0;0;0;7651120;0;0;0;7651120
2014;CUNDINAMARCA;LATIN AMERICAN CAPITAL CORP SA ESP;Consumo Empresa Departamento;480456;3570075;314642;462470;131183;159552;5118378;225720;1828899;24137503;549847;26741969
2014;CUNDINAMARCA;PROFESIONALES EN ENERGÍA S.A E.S.P;Consumo Empresa Departamento;0;0;0;0;0;0;0;6582711;825569;0;669969;8078249
2014;CUNDINAMARCA;RUITOQUE S.A. E.S.P.;Consumo Empresa Departamento;0;0;0;0;0;0;0;3851025;0;0;231434;4082459
2014;CUNDINAMARCA;SPECTRUM RENOVAVEIS SAS ESP;Consumo Empresa Departamento;0;0;0;0;0;0;0;3239938;0;0;0;3239938
